First_Name,Last_Name,Name,pos,secondpos,Height,Weight,BirthDay,BirthMonth,Birth Year,Hand,DraftYear,Ovr,Cls,Med,3PT,Finish,Technic,Defense,Url
Mark,Jackson,Mark Jackson,PG,-,185,180,1,4,1975,Right hand,1947,2112,60,60,60,40,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bill,Wennington,Bill Wennington,C,-,213,245,26,12,1981,Right hand,1985,2113,60,80,40,40,20,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Thanasis,Antetokounmpo,Thanasis Antetokounmpo,SF,-,199,205,7,7,1989,Right hand,2014,2114,60,60,60,60,20,40,https://cdn.nba.com/headshots/nba/latest/260x190/203648.png
Pat,Riley,Pat Riley,SG,SF,193,205,10,5,1987,Right hand,1968,2115,40,60,60,40,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Vitaly,Potapenko,Vitaly Potapenko,C,PF,208,280,21,3,1990,Right hand,1996,2116,80,60,40,80,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Quinton,Ross,Quinton Ross,SF,SG,198,193,30,4,1989,Right hand,2003,2117,40,40,60,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mark,Alarie,Mark Alarie,PF,-,203,217,20,8,1989,Right hand,1947,2118,80,80,40,40,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Maurice,Taylor,Maurice Taylor,PF,-,209,260,30,10,1986,Right hand,1997,2119,100,60,40,80,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kostas,Antetokounmpo,Kostas Antetokounmpo,PF,C,212,195,16,5,1992,Right hand,2018,2120,60,40,60,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1628961.png
Phil,Walker,Phil Walker,SG,PG,191,181.2,20,3,1992,Right hand,1947,2121,40,80,80,60,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Donald,Royal,Donald Royal,SF,SG,203,214,22,5,1985,Right hand,1989,2122,80,20,40,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kyle,Alexander,Kyle Alexander,PF,C,211,220,21,10,1989,Right hand,2019,2123,40,60,60,60,20,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629734.png
Samuel,Dalembert,Samuel Dalembert,C,-,211,250,10,5,1989,Right hand,2001,2124,60,60,40,80,20,100,https://cdn.nba.com/headshots/nba/latest/260x190/2223.png
Kelan,Martin,Kelan Martin,SF,SG,196,230,3,8,1989,Right hand,2018,2125,40,40,60,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1629103.png
Ty,Jerome,Ty Jerome,SG,PG,196,194,7,7,1991,Right hand,2019,2126,40,60,80,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1629660.png
Speedy,Claxton,Speedy Claxton,PG,-,180,166,8,5,1989,Right hand,2001,2127,60,60,60,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Shaquille,O'Neal,Shaquille O'Neal,C,-,216,325,6,3,1982,Right hand,1992,2128,100,20,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/406.png
Kevin,Willis,Kevin Willis,PF,C,213,220,6,9,1976,Right hand,1984,2129,80,20,60,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Moses,Malone,Moses Malone,C,PF,208,255,23,3,1979,Right hand,1976,2130,80,40,40,40,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/77449.png
Carlos,Clark,Carlos Clark,SG,-,193,210,10,8,1990,Right hand,1947,2131,40,60,60,40,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Eric,Maynor,Eric Maynor,PG,-,191,175,11,6,1989,Right hand,2009,2132,40,40,80,40,40,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Leon,Wood,Leon Wood,PG,SG,191,185,25,3,1991,Right hand,2011,2133,60,80,60,40,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Rickey,Green,Rickey Green,PG,-,183,170,18,8,1977,Right hand,1977,2134,60,80,40,80,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bill,Bradley,Bill Bradley,SF,SG,196,205,28,7,1980,Right hand,1967,2135,60,60,60,20,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Alvin,Scott,Alvin Scott,SF,SG,201,185.6,14,9,1985,Right hand,1947,2136,40,40,40,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mike,Wilks,Mike Wilks,PG,-,177,180,7,5,1989,Right hand,2002,2137,80,60,60,60,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Isaiah,Canaan,Isaiah Canaan,PG,-,183,201,21,5,1985,Right hand,2013,2138,60,80,80,20,20,20,https://cdn.nba.com/headshots/nba/latest/260x190/203477.png
Bostjan,Nachbar,Bostjan Nachbar,SF,PF,206,221,3,7,1988,Right hand,2002,2139,40,40,80,20,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/2411.png
Gary,Trent,Gary Trent Jr.,SG,SF,200,204,18,1,1992,Right hand,2018,2140,60,80,60,60,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/1629018.png
Glenn,McDonald,Glenn McDonald,SF,SG,198,190,18,3,1990,Right hand,1947,2141,60,80,60,20,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Al,Attles,Al Attles,PG,-,183,175,7,11,1988,Right hand,1960,2142,60,80,60,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kurt,Thomas,Kurt Thomas,PF,-,206,235,4,10,1987,Right hand,1995,2143,80,80,40,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Richaun,Holmes,Richaun Holmes,C,PF,207,245,15,10,1987,Right hand,2015,2144,80,40,40,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1626158.png
Charles,Oakley,Charles Oakley,PF,C,206,245,18,12,1975,Right hand,1985,2145,40,40,60,40,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/891.png
Jakob,Poeltl,Jakob Poeltl,C,-,218,242,15,10,1989,Right hand,2016,2146,100,80,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1627751.png
Mike,Sanders,Mike Sanders,SF,SG,198,209.8,7,5,1990,Right hand,1947,2147,60,60,40,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Timofey,Mozgov,Timofey Mozgov,C,-,216,250,16,7,1980,Right hand,2010,2148,80,40,40,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/202389.png
Paul,Silas,Paul Silas,PF,SF,201,225.2,12,7,1981,Right hand,1947,2149,60,40,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Marcus,Banks,Marcus Banks,PG,SG,188,205,19,11,1989,Right hand,2003,2150,60,80,60,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Ivica,Zubac,Ivica Zubac,C,-,217,265.8,18,3,1991,Right hand,2016,2151,80,40,40,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/1627826.png
Wayman,Tisdale,Wayman  Tisdale,PF,C,206,240,9,6,1981,Left hand,1985,2152,40,60,40,80,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Quinn,Buckner,Quinn Buckner,PG,SG,191,190,20,8,1984,Right hand,1947,2153,60,80,60,40,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Samaki,Walker,Samaki Walker,PF,SF,206,240,25,2,1988,Right hand,1947,2154,60,60,40,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/955.png
Lester,Conner,Lester Conner,SG,-,193,180,17,9,1980,Right hand,1982,2155,40,60,40,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Steve,Kuberski,Steve Kuberski,PF,C,203,216.4,6,11,1985,Right hand,1947,2156,60,40,40,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Paul,Hoffman,Paul Hoffman,SG,PF,188,195,12,4,1988,Right hand,1947,2157,40,60,60,40,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Greg,Oden,Greg Oden,C,-,213,285,22,1,1992,Right hand,2007,2158,60,60,40,80,40,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Robert,Parish,Robert Parish,C,PF,216,244,30,8,1981,Right hand,1976,2159,100,20,40,40,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kyle,Guy,Kyle Guy,SG,PG,188,168,11,8,1991,Right hand,2019,2160,40,60,80,40,40,20,https://cdn.nba.com/headshots/nba/latest/260x190/1629657.png
Casey,Jacobsen,Casey  Jacobsen,SG,SF,198,215,19,3,1992,Right hand,1947,2161,40,40,80,40,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Happy,Hairston,Happy Hairston,PF,-,201,225,10,1,1985,Right hand,1968,2162,80,40,40,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Robert,Pack,Robert Pack,PG,-,188,180,3,2,1991,Right hand,1988,2163,20,60,60,60,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Terry,Catledge,Terry Catledge,PF,-,203,220,22,8,1989,Right hand,1947,2164,80,80,40,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Frankie,Brian,Frankie Brian,PG,SG,185,180,1,5,1982,Right hand,1947,2165,60,60,60,20,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Terry,Cummings,Terry Cummings,PF,C,206,220,15,3,1980,Right hand,1982,2166,60,40,40,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Sam,Dekker,Sam Dekker,SF,PF,206,230,8,5,1988,Right hand,2015,2167,20,40,60,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1626155.png
Othella,Harrington,Othella Harrington,PF,C,206,235,31,1,1988,Left hand,1996,2167,80,60,40,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Blake,Griffin,Blake Griffin,PF,C,208,251,16,3,1991,Right hand,2009,2169,40,40,40,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/201933.png
Ennis,Whatley,Ennis Whatley,SG,SF,191,177,11,8,1984,Right hand,1989,2170,40,60,40,40,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Winston,Garland,Winston Garland,PG,PG,188,170,19,12,1984,Right hand,1947,2171,40,60,60,40,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Elston,Turner,Elston Turner,SF,SG,196,190,10,6,1988,Right hand,1947,2172,60,60,60,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Shavlik,Randolph,Shavlik Randolph,PF,C,208,240,14,3,1991,Right hand,1947,2173,60,60,60,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Michael,Frazier,Michael Frazier,SG,SF,191,200,8,3,1988,Right hand,2015,2174,40,40,80,60,40,20,https://cdn.nba.com/headshots/nba/latest/260x190/1626187.png
Morris,Peterson,Morris Peterson,SG,SF,201,220,26,8,1979,Left hand,2000,2175,40,40,80,20,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bill,Calhoun,Bill Calhoun,SF,SG,193,180,4,11,1990,Right hand,1949,2176,60,60,40,20,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Billy,Thompson,Billy Thompson,SF,PF,201,220,1,12,1990,Right hand,1986,2177,60,40,40,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Rick,Robey,Rick Robey,C,PF,211,230.2,30,1,1985,Right hand,1947,2178,80,60,40,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
York,Larese,York Larese,SG,PG,193,183,18,7,1990,Right hand,1961,2179,60,60,60,20,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Adrian,Smith,Adrian Smith,PG,-,185,180,5,10,1988,Right hand,1958,2180,60,60,60,40,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Uwe,Blab,Uwe Blab,C,-,216,251.6,26,3,1988,Right hand,1947,2181,60,40,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Stacey,Augmon,Stacey Augmon,SF,SG,198,205,1,8,1980,Left hand,1991,2182,40,60,40,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kenny,Wooten,Kenny Wooten,PF,C,206,230,17,4,1992,Right hand,2019,2183,40,40,60,80,20,80,https://cdn.nba.com/headshots/nba/latest/260x190/1629624.png
Bob,Hansen,Bob Hansen,SG,-,198,190,10,10,1990,Right hand,1947,2184,40,60,60,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kyle,Macy,Kyle Macy,PG,SG,191,175,9,4,1985,Right hand,1980,2185,40,60,80,20,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Larry,Drew,Larry Drew,PG,SG,185,175,2,4,1981,Right hand,1980,2186,60,60,80,20,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
John,Williams,John Williams,PF,C,203,235,26,10,1987,Right hand,1986,2187,60,40,60,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Armen,Gilliam,Armen Gilliam,PF,C,206,230,28,5,1981,Right hand,1987,2188,60,40,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Johan,Petro,Johan Petro,C,-,213,247,27,1,1991,Right hand,2005,2189,60,60,40,60,20,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Wayne,Kreklow,Wayne Kreklow,SG,-,193,175,4,1,1989,Right hand,1947,2190,40,40,60,40,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bud,Olsen,Bud Olsen,PF,SF,203,220.8,25,7,1987,Right hand,1947,2191,60,60,60,40,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Don,May,Don May,SF,-,194,203.2,3,1,1989,Right hand,1968,2192,40,60,60,20,40,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
James,Michael,James Michael McAdoo,PF,SF,206,230,4,1,1987,Right hand,2014,2193,60,60,60,40,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/203949.png
Tom,Sanders,Tom Sanders,PF,SF,198,210,8,11,1987,Right hand,1960,2194,60,20,40,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Eduardo,Najera,Eduardo Najera,PF,C,203,235,11,7,1986,Right hand,2000,2195,60,40,40,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Brandon,Sampson,Brandon Sampson,SG,SF,196,185,13,11,1991,Right hand,2018,2196,80,20,80,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1629102.png
Curtis,Rowe,Curtis  Rowe,PF,SF,201,225,15,7,1989,Right hand,1947,2197,80,60,40,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Milt,Wagner,Milt Wagner,SG,-,196,185,10,5,1991,Right hand,2000,2198,40,60,60,40,40,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Anthony,Johnson,Anthony Johnson,PG,-,191,190,2,10,1979,Right hand,1947,2199,20,60,80,20,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Tom,McMillen,Tom McMillen,PF,C,211,216.4,26,5,1989,Left hand,1947,2200,80,60,40,40,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Benoit,Benjamin,Benoit Benjamin,C,-,213,250,22,11,1988,Right hand,1947,2201,80,40,40,80,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Robert,Parish,Robert Parish,C,-,216,244,30,8,1970,Right hand,1976,2202,80,60,40,40,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Yuta,Watanabe,Yuta Watanabe,SG,-,207,195,19,11,1990,Right hand,2018,2203,60,40,60,40,20,20,https://cdn.nba.com/headshots/nba/latest/260x190/1629139.png
Brian,Grant,Brian Grant,PF,C,206,254,5,3,1986,Right hand,1947,2204,80,40,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/258.png
Dennis,Rodman,Dennis Rodman,PF,C,203,228,13,5,1977,Right hand,1986,2205,40,40,60,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/23.png
Tom,Henderson,Tom Henderson,SG,PG,191,190,26,1,1984,Right hand,1947,2206,60,60,60,40,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dwight,Howard,Dwight Howard,C,-,211,265,8,12,1991,Right hand,2004,2207,80,20,40,80,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/2730.png
Rick,Mahorn,Rick Mahorn,PF,C,208,255,21,9,1979,Right hand,1980,2208,60,60,40,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Juan,Toscano-Anderson,Juan Toscano-Anderson,SG,SF,198,215,10,4,1987,Right hand,2015,2209,60,40,60,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629308.png
Stromile,Swift,Stromile Swift,PF,-,208,220.8,21,9,1992,Right hand,1947,2210,60,60,40,80,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Joe,Chealey,Joe Chealey,PG,-,192,190,3,4,1989,Right hand,2018,2211,60,60,60,40,40,20,https://cdn.nba.com/headshots/nba/latest/260x190/1629147.png
Shannon,Brown,Shannon Brown,SG,PG,193,211,29,11,1988,Right hand,2006,2212,20,40,60,80,40,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Thurl,Bailey,Thurl Bailey,PF,C,211,216.4,7,4,1991,Right hand,1947,2213,60,40,40,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jim,Petersen,Jim Petersen,PF,C,208,235,22,2,1991,Right hand,1947,2214,60,60,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kurt,Thomas,Kurt Thomas,C,PF,206,235,4,10,1978,Right hand,1995,2215,60,60,40,40,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Steven,Adams,Steven Adams,C,-,213,255,28,7,1987,Right hand,2013,2216,80,80,40,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/203500.png
Kurt,Thomas,Kurt Thomas,C,PF,206,235,4,10,1979,Right hand,1995,2217,60,60,40,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Andrew,Lang,Andrew Lang,C,-,211,245,28,6,1983,Right hand,1988,2218,60,40,40,80,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Lorenzo,Williams,Lorenzo Williams,PF,C,206,201,15,7,1986,Right hand,1947,2219,80,80,40,80,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Scott,Williams,Scott Williams,C,PF,208,230,21,3,1985,Right hand,1947,2220,80,40,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/281.png
Glen,Davis,Glen Davis,PF,-,206,289,1,1,1991,Right hand,2007,2221,60,80,40,60,20,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Muggsy,Bogues,Muggsy Bogues,PG,SG,160,144,9,1,1981,Right hand,1987,2222,40,80,80,40,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Charles,Oakley,Charles Oakley,PF,C,206,245,18,12,1984,Right hand,1985,2223,20,60,60,40,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/891.png
Chris,Jent,Chris Jent,SG,-,201,220,11,1,1990,Left hand,1993,2224,20,80,80,40,20,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Danny,Fortson,Danny Fortson,PF,-,201,260,27,3,1986,Right hand,1947,2225,60,60,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1504.png
David,Lee,David Lee,PF,C,206,240,29,4,1982,Left hand,2005,2226,80,80,40,40,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/101135.png
Lindsey,Hunter,Lindsey Hunter,PG,-,188,170,3,12,1982,Right hand,1947,2227,60,60,60,40,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Andrew,DeClercq,Andrew DeClercq,C,-,208,255,1,2,1984,Right hand,1947,2228,60,60,40,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bob,McNeill,Bob McNeill,PG,-,185,170,22,10,1990,Right hand,1960,2229,40,60,60,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Frank,Brickowski,Frank Brickowski,PF,C,206,240,14,8,1977,Right hand,1984,2230,20,40,80,20,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jacque,Vaughn,Jacque Vaughn,PG,-,185,190,10,5,1983,Right hand,1996,2231,20,80,60,80,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Nick,Anderson,Nick Anderson,SG,SF,198,220,20,1,1980,Right hand,1989,2232,20,60,80,20,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/98.png
Donell,Taylor,Donell Taylor,PG,SG,198,182,26,7,1990,Right hand,1947,2233,40,60,60,40,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Pat,Riley,Pat Riley,SG,SF,193,205,10,5,1988,Right hand,1968,2234,20,60,60,40,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
DerMarr,Johnson,DerMarr Johnson,SG,SF,206,212,5,5,1987,Right hand,1947,2235,40,40,60,20,20,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Ante,Zizic,Ante Zizic,C,PF,212,240,4,1,1990,Left hand,2016,2236,80,60,40,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1627790.png
Kevin,Johnson,Kevin  Johnson,PG,SG,185,190,4,3,1980,Right hand,1987,2237,80,80,40,80,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Lloyd,Neal,Lloyd Neal,C,PF,201,225,10,12,1989,Right hand,1947,2238,80,60,40,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Don,Adams,Don Adams,SF,SG,198,220,27,11,1987,Right hand,1947,2239,40,40,40,20,40,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jason,Caffey,Jason Caffey,PF,-,203,256,12,6,1986,Right hand,1947,2240,60,60,40,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Tony,Campbell,Tony Campbell,SF,SG,201,215,7,5,1988,Right hand,1993,2241,40,60,60,20,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Doug,Smith,Doug Smith,PF,C,208,220,31,8,1988,Right hand,1993,2242,60,60,40,60,20,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Rich,Jones,Rich Jones,PF,C,198,220,27,12,1984,Right hand,2004,2243,60,40,40,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Stanley,Roberts,Stanley Roberts,C,-,213,285,7,2,1991,Right hand,1991,2244,80,60,40,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bobby,Simmons,Bobby Simmons,SF,-,198,230,2,6,1991,Right hand,2001,2245,20,60,60,20,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/2250.png
Monty,Williams,Monty Williams,SF,PF,203,225,8,10,1987,Right hand,1994,2246,40,40,60,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Micheal,Williams,Micheal Williams,PG,-,188,175,23,7,1985,Right hand,1988,2247,40,40,60,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Vincent,Poirier,Vincent Poirier,C,-,213,235,17,10,1987,Right hand,2015,2248,60,40,40,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629738.png
Brandon,Goodwin,Brandon Goodwin,PG,-,183,180,2,10,1989,Right hand,2018,2249,60,60,60,40,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/1629164.png
Jared,Jeffries,Jared Jeffries,SF,PF,211,240,25,11,1992,Right hand,2002,2250,40,40,60,40,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dale,Davis,Dale Davis,PF,C,211,230,25,3,1983,Right hand,1947,2251,60,20,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/905.png
Walt,Hazzard,Walt Hazzard,PG,SG,188,185,15,4,1991,Right hand,1964,2252,40,60,60,60,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
,Nen챗, Nen챗,C,PF,211,250,13,9,1976,Right hand,2002,2253,60,80,40,60,20,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Derek,Fisher,Derek Fisher,PG,-,185,210,9,8,1976,Left hand,1996,2254,20,60,100,20,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
C.J.,Williams,C.J. Williams,SF,SG,196,230,6,2,1986,Right hand,2012,2255,60,80,80,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/203710.png
Melvin,Frazier,Melvin Frazier Jr.,SF,SG,200,198,30,8,1990,Right hand,2018,2256,60,60,60,80,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/1628982.png
Nicolas,Claxton,Nicolas Claxton,PF,C,211,217,17,4,1993,Right hand,2019,2257,60,40,60,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629651.png
Tyler,Lydon,Tyler Lydon,PF,SF,209,215,9,4,1990,Right hand,2017,2258,40,40,80,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1628399.png
Malik,Rose,Malik Rose,PF,-,201,250,23,11,1989,Right hand,1947,2259,60,60,40,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Speedy,Claxton,Speedy Claxton,PG,-,180,166,8,5,1989,Right hand,1947,2260,60,80,40,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Brian,Williams,Brian Williams,C,-,211,260.4,6,4,1986,Left hand,1947,2261,60,60,40,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Danny,Fortson,Danny Fortson,PF,-,201,260,27,3,1985,Right hand,1947,2262,80,60,40,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/1504.png
Carl,Herrera,Carl Herrera,PF,-,206,215,10,10,1986,Right hand,1992,2263,60,60,40,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Art,Williams,Art Williams,PG,-,185,181.2,29,9,1979,Right hand,1947,2264,60,60,60,60,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Luguentz,Dort,Luguentz Dort,SG,-,191,215,19,4,1993,Right hand,2019,2265,40,40,60,60,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/1629652.png
Joe,Wolf,Joe Wolf,PF,C,211,230,17,12,1981,Right hand,1987,2266,40,40,40,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Randy,Brown,Randy Brown,PG,-,188,190,22,5,1985,Right hand,1947,2267,40,60,40,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Phil,Jackson,Phil Jackson,PF,C,203,220,17,9,1986,Left hand,1967,2268,60,60,40,40,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Nerlens,Noel,Nerlens Noel,C,PF,211,228,10,4,1988,Right hand,2013,2269,60,60,40,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/203457.png
